vegetable_name,season,year,month,supply_level,demand_level,location,market_type,rainfall_index,quality_grade,holiday_season_flag,Price
Tomato,Winter,2022,11,873,869,Delhi,Wholesale,45.72248755,A,1,53.9
Tomato,Winter,2023,3,420,859,Mumbai,Retail,7.731641573,B,0,57.05
Cauliflower,Winter,2024,11,646,702,Kolkata,Retail,73.77190968,C,1,40.64
Cabbage,Summer,2022,2,703,254,Hyderabad,Wholesale,29.69481657,A,0,32.57
Brinjal,Summer,2023,3,566,683,Mumbai,Retail,89.8211123,B,0,51.25
Brinjal,Rainy,2023,11,505,268,Chennai,Wholesale,68.34121988,C,1,36.58
Brinjal,Winter,2021,2,225,731,Mumbai,Wholesale,94.94798757,C,0,52.97
Carrot,Rainy,2023,4,485,731,Delhi,Wholesale,24.40089775,B,0,54.56
Onion,Summer,2024,2,435,900,Chennai,Retail,22.98740139,A,0,65.82
Potato,Summer,2021,5,725,847,Delhi,Wholesale,51.69424745,C,0,25.87
Tomato,Winter,2023,7,847,534,Kolkata,Wholesale,46.82253314,A,0,44.74
Cabbage,Winter,2021,3,225,170,Hyderabad,Wholesale,58.64614867,C,0,24.16
Brinjal,Rainy,2022,2,367,706,Chennai,Wholesale,1.681700534,C,0,46.07
Tomato,Winter,2022,5,397,816,Delhi,Wholesale,17.07478862,A,0,62.21
Cabbage,Winter,2023,6,493,230,Chennai,Wholesale,13.85080495,C,0,23.49
Brinjal,Summer,2023,5,230,393,Bangalore,Retail,46.0881576,C,0,48.85
Potato,Rainy,2021,4,434,879,Bangalore,Wholesale,10.84454774,B,0,39.75
Onion,Rainy,2022,5,511,528,Hyderabad,Wholesale,9.832018923,A,0,46.11
Potato,Rainy,2022,12,246,820,Delhi,Wholesale,11.62484566,A,1,69.27
Potato,Rainy,2022,4,771,702,Mumbai,Retail,43.38370642,A,0,44.31
Potato,Summer,2023,2,824,151,Hyderabad,Wholesale,13.00475021,B,0,23.13
Onion,Rainy,2023,5,359,408,Mumbai,Retail,11.57793152,B,0,44.74
Potato,Summer,2022,7,729,278,Kolkata,Wholesale,95.14460177,B,0,21.62
Potato,Summer,2023,9,674,207,Mumbai,Wholesale,18.95038814,B,0,24
Brinjal,Summer,2022,5,916,151,Hyderabad,Retail,90.22179825,C,0,35.59
Potato,Rainy,2023,4,659,313,Hyderabad,Retail,11.36701659,C,0,27.89
Onion,Rainy,2021,11,887,693,Bangalore,Wholesale,5.489907063,A,1,48.51
Potato,Rainy,2021,10,409,892,Kolkata,Wholesale,89.53438317,B,1,42
Cauliflower,Summer,2024,5,356,432,Kolkata,Wholesale,78.05339755,C,0,32.1
Onion,Rainy,2021,3,639,731,Delhi,Wholesale,56.62942167,A,0,45.02
Cabbage,Summer,2022,4,448,395,Bangalore,Wholesale,34.60365222,C,0,25.95
Onion,Winter,2022,7,689,787,Chennai,Wholesale,8.634391748,B,0,37.92
Cabbage,Summer,2021,7,681,437,Kolkata,Retail,18.03580642,B,0,36.05
Onion,Winter,2024,11,604,457,Bangalore,Retail,10.44708553,A,1,56.73
Carrot,Rainy,2022,3,838,830,Delhi,Wholesale,9.105015102,C,0,42.96
Potato,Rainy,2023,2,494,683,Chennai,Retail,76.11447365,B,0,38.37
Carrot,Summer,2023,7,401,173,Bangalore,Wholesale,75.76712002,C,0,36.42
Carrot,Rainy,2024,4,314,786,Mumbai,Retail,61.61238113,C,0,58.64
Cabbage,Summer,2024,7,540,538,Hyderabad,Wholesale,57.96847726,A,0,38.29
Potato,Rainy,2022,12,914,812,Kolkata,Retail,37.09882228,B,1,39.5
Potato,Summer,2021,1,618,335,Hyderabad,Wholesale,32.34000406,C,1,25.14
Carrot,Rainy,2022,7,671,444,Hyderabad,Retail,10.61591676,A,0,68.15
Tomato,Rainy,2024,3,462,246,Hyderabad,Retail,65.62072206,A,0,51.45
Brinjal,Winter,2022,1,823,423,Kolkata,Wholesale,37.71175194,B,1,44.11
Cabbage,Rainy,2023,1,281,368,Delhi,Retail,94.84893757,A,1,53.69
Potato,Summer,2023,4,200,363,Bangalore,Retail,37.64367594,C,0,37.19
Onion,Winter,2021,1,281,300,Kolkata,Retail,99.08939926,B,1,44.61
Onion,Rainy,2023,7,183,363,Kolkata,Wholesale,54.09155374,A,0,54.49
Brinjal,Rainy,2023,10,737,168,Mumbai,Retail,34.87704476,C,1,41.36
Potato,Summer,2022,11,538,213,Chennai,Wholesale,99.15772799,C,1,21.75
Cauliflower,Winter,2021,8,929,189,Bangalore,Retail,77.70496362,B,0,35.72
Cauliflower,Rainy,2021,7,419,534,Bangalore,Retail,61.96110168,A,0,57.46
Brinjal,Rainy,2022,3,789,200,Kolkata,Retail,45.96917962,A,0,55.55
Brinjal,Summer,2021,3,797,349,Delhi,Wholesale,70.02346113,A,0,47.67
Cabbage,Rainy,2024,1,493,319,Hyderabad,Wholesale,3.035882844,C,1,28.64
Brinjal,Summer,2024,1,204,219,Delhi,Wholesale,71.61789956,A,1,59.69
Potato,Summer,2023,4,237,833,Delhi,Wholesale,1.505308862,B,0,53.44
Potato,Winter,2023,7,934,727,Delhi,Retail,19.19701174,C,0,29.95
Tomato,Winter,2022,8,415,367,Delhi,Retail,69.83097892,A,0,55.18
Brinjal,Summer,2021,7,450,207,Hyderabad,Wholesale,29.59578797,A,0,49.93
Potato,Winter,2023,1,486,803,Hyderabad,Retail,58.66687662,A,1,56.87
Tomato,Rainy,2024,5,653,907,Delhi,Retail,94.31702562,A,0,59.64
Carrot,Rainy,2022,5,355,515,Bangalore,Retail,40.60247818,A,0,75.49
Carrot,Winter,2022,4,418,709,Kolkata,Retail,63.26646976,C,0,52.44
Cauliflower,Summer,2021,3,167,789,Chennai,Wholesale,52.26494908,C,0,59.65
Potato,Winter,2024,5,347,824,Kolkata,Wholesale,32.7451233,B,0,42
Cabbage,Winter,2022,6,704,686,Hyderabad,Retail,9.679945616,A,0,49.21
Carrot,Winter,2021,12,322,686,Bangalore,Retail,55.67659147,B,1,69.89
Potato,Winter,2021,10,261,737,Delhi,Retail,36.02835294,C,1,48.34
Cabbage,Winter,2022,4,754,781,Delhi,Wholesale,25.97423065,A,0,40.34
Brinjal,Summer,2022,4,297,276,Delhi,Retail,10.79254641,A,0,64.88
Brinjal,Summer,2021,7,210,811,Mumbai,Retail,78.73103227,C,0,64.13
Cabbage,Winter,2024,2,738,778,Chennai,Retail,4.736113147,A,0,50.36
Tomato,Summer,2024,7,447,500,Delhi,Wholesale,67.7939473,B,0,39.33
Cauliflower,Summer,2023,11,614,293,Chennai,Retail,38.31112447,B,1,43.76
Cauliflower,Rainy,2021,12,441,301,Chennai,Wholesale,87.93495393,A,1,45.76
Cabbage,Rainy,2024,4,946,417,Mumbai,Wholesale,20.49657295,B,0,27.14
Cauliflower,Winter,2022,3,272,779,Mumbai,Wholesale,41.29373216,A,0,67.54
Cabbage,Rainy,2021,10,946,810,Hyderabad,Wholesale,27.26758791,B,1,34.61
Brinjal,Rainy,2021,1,415,490,Hyderabad,Retail,69.11369793,B,1,55.84
Potato,Rainy,2021,1,164,870,Hyderabad,Wholesale,60.00760915,B,1,71.05
Onion,Rainy,2021,5,910,935,Mumbai,Retail,31.73652817,B,0,42.97
Carrot,Rainy,2021,3,741,877,Chennai,Wholesale,72.8691592,A,0,62.15
Cabbage,Summer,2024,8,678,317,Bangalore,Wholesale,19.45253197,C,0,23.31
Brinjal,Summer,2022,3,204,252,Kolkata,Retail,7.84383065,B,0,54.75
Brinjal,Rainy,2021,10,778,729,Hyderabad,Retail,57.14294772,B,1,54.14
Onion,Summer,2021,11,369,876,Bangalore,Wholesale,26.99492062,C,1,44.39
Onion,Winter,2024,4,168,738,Kolkata,Retail,84.51447832,C,0,60.28
Cabbage,Summer,2021,8,508,690,Delhi,Retail,43.85256827,A,0,51.81
Carrot,Winter,2022,9,604,481,Bangalore,Wholesale,59.58454213,B,0,46.77
Tomato,Summer,2023,4,683,458,Mumbai,Retail,94.1333735,C,0,35.07
Brinjal,Winter,2023,7,292,508,Delhi,Retail,82.40215162,B,0,56.31
Cauliflower,Rainy,2022,4,509,879,Hyderabad,Wholesale,27.01987746,B,0,44.43
Cauliflower,Winter,2021,10,515,944,Mumbai,Wholesale,41.90835118,B,1,48.79
Carrot,Rainy,2022,1,393,280,Delhi,Wholesale,40.30775234,A,1,63.48
Brinjal,Summer,2024,5,333,623,Chennai,Wholesale,73.06453988,C,0,43.24
Cauliflower,Summer,2024,6,681,568,Bangalore,Wholesale,94.49162528,A,0,42.14
Tomato,Rainy,2023,8,683,920,Delhi,Wholesale,54.15479204,A,0,52.42
Carrot,Rainy,2023,1,694,270,Mumbai,Retail,48.91562306,A,1,68.17
Potato,Rainy,2022,7,433,192,Hyderabad,Retail,35.24440828,A,0,39.46
Carrot,Rainy,2022,5,848,645,Chennai,Retail,82.91082255,C,0,44.64
Cauliflower,Winter,2023,9,197,698,Bangalore,Wholesale,83.78176975,C,0,49.62
Brinjal,Rainy,2023,2,518,239,Bangalore,Retail,32.06899928,C,0,39.83
Onion,Rainy,2024,7,753,876,Bangalore,Wholesale,7.22154689,A,0,47.71
Cabbage,Summer,2022,9,338,373,Hyderabad,Wholesale,98.5348849,B,0,29.96
Cauliflower,Rainy,2022,5,411,154,Kolkata,Retail,23.39496999,A,0,49.29
Carrot,Rainy,2021,11,923,389,Kolkata,Wholesale,96.56357626,B,1,45.93
Onion,Rainy,2024,9,825,948,Hyderabad,Retail,31.51101173,A,0,55.09
Cabbage,Summer,2021,8,685,426,Bangalore,Wholesale,44.20677609,C,0,23.65
Onion,Summer,2024,8,654,604,Bangalore,Retail,37.96566616,B,0,41.78
Cauliflower,Rainy,2023,10,696,525,Mumbai,Retail,99.48492222,A,1,54.75
Brinjal,Rainy,2023,8,246,429,Bangalore,Retail,0.584828122,B,0,59.61
Onion,Rainy,2024,12,427,621,Bangalore,Retail,63.40259945,A,1,61.9
Tomato,Winter,2023,4,203,617,Chennai,Wholesale,11.2178063,A,0,73.46
Brinjal,Summer,2022,1,411,463,Hyderabad,Wholesale,39.91432494,A,1,61.9
Cauliflower,Rainy,2022,2,284,298,Hyderabad,Wholesale,24.71566014,B,0,38.42
Cabbage,Winter,2023,1,868,428,Hyderabad,Wholesale,46.6084885,B,1,30.57
Onion,Winter,2023,4,332,713,Kolkata,Retail,29.19871329,B,0,53.1
Cabbage,Rainy,2021,9,673,593,Kolkata,Retail,56.62833927,A,0,45.82
Brinjal,Rainy,2021,10,903,922,Kolkata,Wholesale,86.14748452,A,1,58.42
Potato,Winter,2022,2,425,393,Hyderabad,Wholesale,37.77965577,A,0,35.99
Brinjal,Winter,2023,7,447,504,Bangalore,Retail,99.14166578,C,0,42.64
Onion,Rainy,2022,9,777,459,Bangalore,Wholesale,22.75957211,C,0,27.54
Potato,Rainy,2022,4,230,175,Delhi,Wholesale,52.8923413,C,0,22.7
Cauliflower,Rainy,2024,2,381,603,Chennai,Wholesale,61.35348957,A,0,52.19
Tomato,Winter,2023,1,867,467,Chennai,Wholesale,20.30886765,C,1,34.03
Onion,Rainy,2022,1,843,872,Chennai,Retail,58.28708045,A,1,57.46
Cabbage,Summer,2022,3,720,769,Chennai,Wholesale,50.24642536,A,0,39.49
Cabbage,Summer,2022,12,921,836,Chennai,Wholesale,70.00353779,C,1,28.36
Cauliflower,Winter,2022,6,693,604,Hyderabad,Wholesale,81.87523627,C,0,29.37
Potato,Winter,2021,5,181,579,Kolkata,Retail,85.27534018,A,0,67.78
Brinjal,Rainy,2021,12,475,175,Kolkata,Retail,75.33441346,C,1,41.05
Tomato,Winter,2024,5,910,355,Chennai,Wholesale,3.474975957,C,0,30.06
Potato,Rainy,2022,6,220,425,Kolkata,Retail,69.06596415,A,0,54.43
Onion,Winter,2023,7,418,446,Chennai,Wholesale,84.26692814,B,0,34.21
Brinjal,Rainy,2021,2,840,700,Chennai,Retail,88.7107914,C,0,40.75
Brinjal,Rainy,2023,5,286,697,Mumbai,Retail,16.56468412,C,0,55.42
Cabbage,Winter,2022,10,245,258,Mumbai,Retail,56.9759655,A,1,52.7
Brinjal,Winter,2024,12,432,181,Bangalore,Retail,97.85770114,B,1,47.85
Cabbage,Winter,2021,7,316,450,Hyderabad,Retail,82.01933067,B,0,40.5
Carrot,Winter,2023,5,441,268,Bangalore,Retail,81.95398234,B,0,51.18
Onion,Winter,2023,12,562,615,Kolkata,Retail,77.19309739,A,1,57.18
Cauliflower,Winter,2022,2,210,186,Mumbai,Retail,78.25308306,B,0,41.8
Potato,Rainy,2024,5,538,628,Bangalore,Retail,94.81044124,B,0,35.69
Potato,Winter,2024,11,820,300,Delhi,Wholesale,37.39101793,B,1,27.79
Carrot,Summer,2021,2,683,285,Kolkata,Wholesale,11.21127462,C,0,38.51
Brinjal,Rainy,2023,7,470,564,Kolkata,Retail,0.819494468,C,0,46.53
Tomato,Rainy,2021,11,625,599,Chennai,Retail,12.11800242,A,1,63.91
Cabbage,Winter,2021,10,192,629,Delhi,Wholesale,76.98794691,C,1,46.11
Potato,Rainy,2024,3,570,593,Bangalore,Retail,99.42664155,B,0,34.37
Cabbage,Rainy,2022,3,328,517,Mumbai,Retail,32.81542473,B,0,43.83
Tomato,Winter,2024,8,737,439,Hyderabad,Wholesale,7.104548891,C,0,31.51
Cabbage,Rainy,2021,3,910,923,Bangalore,Retail,16.62008583,A,0,49.32
Onion,Winter,2022,3,617,909,Chennai,Retail,56.8228281,B,0,45.96
Cabbage,Winter,2024,10,308,903,Delhi,Wholesale,24.35728879,B,1,53.33
Tomato,Winter,2022,6,871,257,Mumbai,Retail,47.31945088,C,0,33.8
Brinjal,Summer,2023,3,338,319,Chennai,Wholesale,55.42017523,A,0,54.07
Potato,Summer,2022,9,938,719,Hyderabad,Wholesale,87.66943749,C,0,21.58
Cauliflower,Rainy,2021,2,411,859,Hyderabad,Wholesale,10.4623313,B,0,48.35
Cabbage,Winter,2021,10,198,881,Chennai,Wholesale,72.08299141,B,1,64.96
Onion,Rainy,2021,7,190,222,Mumbai,Wholesale,85.10179394,B,0,35.06
Carrot,Rainy,2022,11,549,287,Kolkata,Retail,93.62863253,B,1,53.95
Tomato,Winter,2022,3,449,686,Bangalore,Wholesale,33.52759438,B,0,44.38
Carrot,Summer,2022,10,401,864,Delhi,Retail,52.09779652,C,1,59.72
Tomato,Winter,2024,8,906,647,Kolkata,Wholesale,21.66682367,C,0,31.92
Cauliflower,Rainy,2024,11,616,254,Chennai,Retail,10.59262697,A,1,55.35
Carrot,Winter,2023,10,879,451,Kolkata,Retail,1.011368419,A,1,71.97
Onion,Summer,2022,3,470,828,Delhi,Wholesale,62.03216986,B,0,41.34
Onion,Summer,2021,7,673,727,Chennai,Retail,19.43398646,C,0,37.34
Cabbage,Rainy,2024,11,704,706,Chennai,Retail,36.20940242,C,1,36.18
Cabbage,Winter,2024,5,253,317,Hyderabad,Wholesale,57.12717214,A,0,41.18
Potato,Winter,2021,7,798,234,Bangalore,Retail,76.10848863,B,0,28.59
Onion,Summer,2021,2,688,166,Mumbai,Retail,5.677593204,A,0,46.18
Cauliflower,Winter,2021,6,487,781,Hyderabad,Wholesale,65.68466065,C,0,35.51
Tomato,Summer,2023,1,157,481,Kolkata,Retail,51.21170073,B,1,68.35
Tomato,Summer,2024,4,212,828,Kolkata,Retail,64.6877668,A,0,89.25
Onion,Rainy,2022,4,709,151,Chennai,Wholesale,87.65136381,A,0,33.01
Onion,Summer,2023,7,195,828,Delhi,Wholesale,94.83179337,A,0,77.78
Cauliflower,Rainy,2024,4,233,633,Delhi,Wholesale,68.16618057,A,0,64.52
Onion,Summer,2022,9,281,819,Kolkata,Retail,30.93636135,A,0,74.88
Cabbage,Winter,2022,4,699,908,Bangalore,Wholesale,81.3921388,A,0,40.52
Potato,Rainy,2023,9,895,927,Mumbai,Retail,5.491895524,B,0,38.09
Carrot,Winter,2024,11,573,512,Bangalore,Wholesale,34.62676372,B,1,52.64
Tomato,Summer,2022,11,581,387,Delhi,Wholesale,62.97533252,C,1,33.55
Cabbage,Winter,2024,11,597,312,Mumbai,Retail,51.13315651,A,1,47.06
Carrot,Rainy,2021,11,233,338,Delhi,Wholesale,78.60046747,B,1,55.86
Carrot,Winter,2023,9,213,550,Chennai,Retail,37.66576436,C,0,60.03
Cauliflower,Summer,2022,7,256,461,Kolkata,Retail,74.31252735,C,0,42.65
Brinjal,Summer,2023,3,433,439,Kolkata,Wholesale,33.47861065,C,0,38.05
Carrot,Summer,2024,3,342,465,Kolkata,Wholesale,66.33807362,A,0,64.43
Potato,Summer,2021,3,915,841,Delhi,Retail,38.55833944,B,0,35.72
Brinjal,Rainy,2021,4,160,494,Hyderabad,Retail,17.39171265,A,0,88.65
Tomato,Summer,2023,6,448,912,Delhi,Retail,24.67762786,C,0,47.85
Onion,Winter,2022,3,561,306,Kolkata,Wholesale,36.95772353,A,0,39.28
Brinjal,Summer,2021,5,726,368,Chennai,Retail,22.6332461,C,0,40.5
Onion,Winter,2024,1,909,518,Kolkata,Retail,29.97565244,B,1,42.92
Brinjal,Summer,2024,11,522,895,Bangalore,Retail,29.76719222,A,1,77.76
Cauliflower,Summer,2021,7,789,513,Kolkata,Wholesale,16.96496042,B,0,35.17
Potato,Winter,2022,5,273,471,Chennai,Retail,81.29155129,B,0,41.22
Cauliflower,Summer,2023,2,522,268,Chennai,Retail,33.59489509,B,0,40.27
Carrot,Winter,2024,2,371,802,Kolkata,Wholesale,9.374549915,A,0,76.29
Brinjal,Winter,2022,12,939,800,Mumbai,Retail,80.40723858,B,1,52.44
Onion,Rainy,2021,3,380,209,Delhi,Retail,71.10753785,A,0,46.37
Tomato,Rainy,2024,11,351,225,Chennai,Wholesale,21.8313108,A,1,51.1
Carrot,Summer,2024,9,444,254,Mumbai,Retail,78.41871306,C,0,43.35
Brinjal,Rainy,2023,9,157,905,Kolkata,Wholesale,73.10949025,C,0,72.78
Tomato,Rainy,2021,4,642,277,Chennai,Retail,5.824988564,C,0,36.25
Tomato,Winter,2022,8,698,599,Mumbai,Retail,48.06727167,B,0,44.79
Brinjal,Winter,2021,10,576,662,Bangalore,Retail,66.42869542,C,1,47.32
Onion,Winter,2021,12,702,642,Bangalore,Wholesale,29.75770143,C,1,33.17
Cauliflower,Summer,2022,3,890,742,Kolkata,Retail,3.650056454,B,0,44.35
Tomato,Summer,2021,7,585,483,Bangalore,Retail,54.75462402,C,0,37.59
Carrot,Winter,2024,12,452,571,Mumbai,Wholesale,59.36288809,B,1,54.97
Tomato,Rainy,2021,2,577,733,Bangalore,Retail,25.30729553,B,0,49.4
Potato,Rainy,2021,7,493,783,Kolkata,Retail,63.41197716,B,0,40.73
Cabbage,Summer,2021,12,859,339,Delhi,Wholesale,92.84579177,A,1,34.79
Cabbage,Winter,2024,4,633,253,Mumbai,Retail,62.65530418,B,0,32.09
Tomato,Summer,2024,4,196,152,Chennai,Wholesale,23.60240524,C,0,32.3
Onion,Summer,2021,6,674,211,Hyderabad,Retail,26.31761619,A,0,45.95
Potato,Winter,2024,2,445,869,Mumbai,Wholesale,60.25268881,A,0,46.41
Carrot,Winter,2021,7,462,390,Bangalore,Retail,79.43838904,C,0,45.39
Tomato,Summer,2023,3,714,910,Delhi,Retail,71.17100833,B,0,47.61
Tomato,Rainy,2021,1,179,610,Hyderabad,Retail,11.58975814,B,1,73.04
Brinjal,Winter,2023,1,437,265,Chennai,Retail,49.44277213,A,1,64.33
Cabbage,Rainy,2021,4,850,912,Mumbai,Retail,39.11316374,B,0,39.08
Brinjal,Winter,2023,6,816,388,Kolkata,Retail,64.75405107,B,0,45.68
Potato,Winter,2024,6,227,608,Mumbai,Wholesale,83.36348749,A,0,53.33
Cabbage,Rainy,2022,11,192,522,Delhi,Wholesale,67.22295537,A,1,62.07
Onion,Winter,2022,6,812,551,Mumbai,Wholesale,41.20560348,C,0,27.58
Cabbage,Winter,2024,8,830,186,Kolkata,Wholesale,51.46966428,A,0,29.94
Cauliflower,Winter,2024,7,893,414,Mumbai,Retail,28.48377147,B,0,40.03
Carrot,Winter,2021,5,164,587,Bangalore,Wholesale,10.17507776,C,0,62.57
Brinjal,Rainy,2024,7,245,214,Mumbai,Wholesale,75.20404304,B,0,41.82
Tomato,Rainy,2023,6,374,337,Delhi,Retail,33.27353859,B,0,45.76
Brinjal,Winter,2024,9,693,557,Hyderabad,Wholesale,77.73884769,A,0,51.39
Carrot,Rainy,2021,3,884,514,Delhi,Wholesale,46.09966479,A,0,56.73
Carrot,Winter,2023,12,567,300,Delhi,Retail,42.62485768,A,1,70.06
Tomato,Summer,2021,12,546,833,Kolkata,Retail,50.78188016,B,1,54.67
Cauliflower,Rainy,2023,8,252,541,Delhi,Retail,62.59133174,C,0,45.68
Cauliflower,Winter,2023,10,743,741,Kolkata,Retail,38.43617468,B,1,48.43
Cauliflower,Winter,2022,3,757,634,Bangalore,Wholesale,57.20521342,A,0,44.05
Cabbage,Summer,2021,6,783,660,Delhi,Wholesale,36.01481827,A,0,37.67
Potato,Rainy,2023,6,652,839,Kolkata,Wholesale,74.79407053,A,0,38.21
Onion,Winter,2024,10,158,166,Bangalore,Retail,59.59304525,B,1,46.01
Cabbage,Winter,2021,2,771,597,Mumbai,Wholesale,39.19189996,A,0,36.74
Tomato,Summer,2021,2,157,742,Kolkata,Retail,88.91111216,B,0,77.71
Potato,Winter,2023,11,351,771,Mumbai,Wholesale,68.42962193,C,1,36.53
Onion,Rainy,2022,3,694,797,Hyderabad,Wholesale,93.01838299,A,0,43.25
Carrot,Summer,2023,8,500,418,Delhi,Wholesale,21.86645449,B,0,48.63
Tomato,Rainy,2022,12,627,768,Mumbai,Retail,62.34914629,B,1,51.51
Onion,Rainy,2023,4,218,805,Hyderabad,Retail,12.50263434,A,0,84.48
Potato,Winter,2023,9,632,888,Kolkata,Wholesale,94.4376275,A,0,38.56
Potato,Rainy,2024,12,244,505,Chennai,Retail,65.31607164,A,1,61.17
Brinjal,Rainy,2024,4,394,842,Mumbai,Wholesale,52.45240873,B,0,54.09
Cauliflower,Summer,2022,8,866,560,Kolkata,Retail,20.43903423,B,0,42
Cabbage,Rainy,2023,7,559,865,Kolkata,Retail,90.05596116,C,0,35.1
Potato,Rainy,2021,9,638,513,Bangalore,Wholesale,80.53368574,C,0,22.1
Onion,Rainy,2022,1,462,623,Delhi,Wholesale,61.97751144,A,1,52.04
Cabbage,Winter,2024,2,524,234,Mumbai,Retail,95.69574176,C,0,26.51
Cauliflower,Winter,2023,5,206,642,Delhi,Wholesale,2.148541838,A,0,72.28
Cauliflower,Rainy,2021,9,304,639,Mumbai,Retail,28.71520587,A,0,68.38
Brinjal,Summer,2024,10,608,618,Delhi,Retail,31.13148694,B,1,55.89
Potato,Rainy,2021,4,791,676,Delhi,Retail,59.29659504,A,0,42.89
Brinjal,Winter,2022,6,812,484,Bangalore,Retail,93.39344916,A,0,57.03
Tomato,Winter,2021,8,747,278,Bangalore,Retail,0.601653901,C,0,35.97
Onion,Winter,2021,3,648,280,Delhi,Wholesale,58.84983987,A,0,36.91
Carrot,Summer,2021,11,345,593,Mumbai,Wholesale,93.94677646,B,1,57.67
Carrot,Winter,2023,4,472,496,Mumbai,Retail,26.19237442,B,0,57.39
Tomato,Summer,2023,9,559,506,Kolkata,Wholesale,92.47468401,A,0,45.54
Brinjal,Summer,2024,6,212,268,Bangalore,Retail,99.7762988,B,0,51.33
Potato,Winter,2024,5,525,233,Chennai,Retail,41.13426472,C,0,26.64
Onion,Summer,2021,6,458,658,Hyderabad,Wholesale,29.59710612,B,0,39.72
Tomato,Summer,2021,7,398,205,Delhi,Retail,84.94552798,A,0,50.28
